Country,Year,population
Zimbabwe,1830,1167259
Åland,1830,NA
South Sudan,1830,1103246
Curaçao,1830,NA
Sint Maarten (Dutch part),1830,NA
St. Martin (French part),1830,NA
Antarctica,1830,NA
Bouvet Island,1830,NA
British Indian Ocean Territory,1830,NA
Clipperton,1830,NA
French Southern and Antarctic Lands,1830,NA
Gaza Strip,1830,NA
Heard and McDonald Islands,1830,NA
Northern Marianas,1830,NA
South Georgia and the South Sandwich Islands,1830,NA
US Minor Outlying Islands,1830,NA
Virgin Islands,1830,NA
West Bank,1830,NA
Abkhazia,1840,NA
Afghanistan,1840,3625022
Akrotiri and Dhekelia,1840,NA
Albania,1840,478227
Algeria,1840,3082721
American Samoa,1840,8114
Andorra,1840,3026
Angola,1840,1813100
Anguilla,1840,2338
Antigua and Barbuda,1840,37e3
Argentina,1840,873747
Armenia,1840,496835
Aruba,1840,21423
Australia,1840,434095
Austria,1840,3728381
Azerbaijan,1840,1058574
Bahamas,1840,27768
Bahrain,1840,64474
Bangladesh,1840,21776468
Barbados,1840,114080
Belarus,1840,2832789
Belgium,1840,4087429
Belize,1840,25756
Benin,1840,774654
Bermuda,1840,9557
Bhutan,1840,99137
Bolivia,1840,1277104
Bosnia and Herzegovina,1840,1016407
Botswana,1840,121e3
Brazil,1840,6206694
British Virgin Islands,1840,6700
Brunei,1840,3231
Bulgaria,1840,2391853
Burkina Faso,1840,1927874
Burundi,1840,1050588
Cambodia,1840,2186829
Cameroon,1840,1974115
Canada,1840,1745604
Cape Verde,1840,66718
Cayman Islands,1840,2865
Central African Republic,1840,527682
Chad,1840,1432e3
Channel Islands,1840,50044
Chile,1840,1183151
China,1840,411213424
Christmas Island,1840,NA
Cocos Island,1840,NA
Colombia,1840,1736274
Comoros,1840,65999
"Congo, Dem. Rep.",1840,5897569
"Congo, Rep.",1840,363933
Cook Is,1840,16719
Costa Rica,1840,85915
Cote d'Ivoire,1840,1247818
Croatia,1840,1465995
Cuba,1840,975565
Cyprus,1840,185184
Czech Republic,1840,5936625
Czechoslovakia,1840,NA
Denmark,1840,1368238
Djibouti,1840,26670
Dominica,1840,21729
Dominican Republic,1840,124412
East Germany,1840,NA
Ecuador,1840,696472
Egypt,1840,5172331
El Salvador,1840,322461
Equatorial Guinea,1840,85909
Eritrea,1840,267839
Eritrea and Ethiopia,1840,NA
Estonia,1840,402035
Ethiopia,1840,3923805
Faeroe Islands,1840,15428
Falkland Is (Malvinas),1840,100
Fiji,1840,138446
Finland,1840,1467238
France,1840,34854476
French Guiana,1840,11460
French Polynesia,1840,64874
Gabon,1840,187256
Gambia,1840,119945
Georgia,1840,1289717
Germany,1840,31016143
Ghana,1840,1829118
Gibraltar,1840,11054
Greece,1840,2781619
Greenland,1840,10975
Grenada,1840,31686
Guadeloupe,1840,93610
Guam,1840,24605
Guatemala,1840,756676
Guernsey,1840,NA
Guinea,1840,1175256
Guinea-Bissau,1840,249424
Guyana,1840,190726
Haiti,1840,861220
Holy See,1840,905
Honduras,1840,259511
"Hong Kong, China",1840,28070
Hungary,1840,4802380
Iceland,1840,70010
India,1840,189298397
Indonesia,1840,20052305
Iran,1840,7250391
Iraq,1840,1267848
Ireland,1840,5751940
Isle of Man,1840,26856
Israel,1840,209954
Italy,1840,22956667
Jamaica,1840,399666
Japan,1840,31663783
Jersey,1840,NA
Jordan,1840,235484
Kazakhstan,1840,2454764
Kenya,1840,2574e3
Kiribati,1840,18951
North Korea,1840,4410700
South Korea,1840,9494784
United Korea (former),1840,NA
Kosovo,1840,NA
Kuwait,1840,81280
Kyrgyz Republic,1840,637683
Lao,1840,569053
Latvia,1840,710771
Lebanon,1840,383830
Lesotho,1840,321503
Liberia,1840,369920
Libya,1840,594715
Liechtenstein,1840,6632
Lithuania,1840,936981
Luxembourg,1840,144799
"Macao, China",1840,25359
"Macedonia, FYR",1840,467910
Madagascar,1840,1930536
Malawi,1840,737e3
Malaysia,1840,435313
Maldives,1840,47643
Mali,1840,1689342
Malta,1840,152794
Marshall Islands,1840,6598
Martinique,1840,97685
Mauritania,1840,416025
Mauritius,1840,147700
Mayotte,1840,9033
Mexico,1840,7288858
"Micronesia, Fed. Sts.",1840,18200
Moldova,1840,856960
Monaco,1840,9014
Mongolia,1840,638180
Montenegro,1840,151224
Montserrat,1840,6382
Morocco,1840,3082721
Mozambique,1840,2494631
Myanmar,1840,3785553
Namibia,1840,229e3
Nauru,1840,1974
Nepal,1840,4190089
Netherlands,1840,2880190
Netherlands Antilles,1840,NA
New Caledonia,1840,33256
New Zealand,1840,82479
Ngorno-Karabakh,1840,NA
Nicaragua,1840,303135
Niger,1840,1383237
Nigeria,1840,13184823
Niue,1840,4504
Norfolk Island,1840,NA
Northern Cyprus,1840,NA
Northern Mariana Islands,1840,3764
Norway,1840,1252476
Oman,1840,336812
Pakistan,1840,14581666
Palau,1840,4286
Panama,1840,113509
Papua New Guinea,1840,856568
Paraguay,1840,263971
Peru,1840,1746788
Philippines,1840,2669713
Pitcairn,1840,NA
Poland,1840,12090161
Portugal,1840,3672238
Puerto Rico,1840,398792
Qatar,1840,14092
Reunion,1840,108016
Romania,1840,7429932
Russia,1840,37420913
Rwanda,1840,1051167
St. Barthélemy,1840,NA
St. Helena,1840,4008
St. Kitts and Nevis,1840,20037
St. Lucia,1840,24e3
St. Martin,1840,NA
St. Vincent and the Grenadines,1840,28442
St.-Pierre-et-Miquelon,1840,2062
Samoa,1840,46979
San Marino,1840,6259
Sao Tome and Principe,1840,26419
Saudi Arabia,1840,2186704
Senegal,1840,1155896
Serbia,1840,2563534
Serbia and Montenegro,1840,NA
Serbia excluding Kosovo,1840,NA
Seychelles,1840,13420
Sierra Leone,1840,908730
Singapore,1840,45843
Slovak Republic,1840,2302921
Slovenia,1840,560762
Solomon Islands,1840,62398
Somalia,1840,1134784
Somaliland,1840,NA
South Africa,1840,1894070
South Ossetia,1840,NA
Spain,1840,13948048
Sri Lanka,1840,1826740
Sudan,1840,4484092
Suriname,1840,93949
Svalbard,1840,NA
Swaziland,1840,86e3
Sweden,1840,3132892
Switzerland,1840,2229381
Syria,1840,1430381
Taiwan,1840,NA
Tajikistan,1840,561105
Tanzania,1840,3241560
Thailand,1840,5035786
Timor-Leste,1840,171531
Togo,1840,532290
Tokelau,1840,1001
Tonga,1840,18516
Transnistria,1840,NA
Trinidad and Tobago,1840,72807
Tunisia,1840,985476
Turkey,1840,10731241
Turkmenistan,1840,441894
Turks and Caicos Islands,1840,3791
Tuvalu,1840,2796
Uganda,1840,2246189
Ukraine,1840,13514033
United Arab Emirates,1840,40153
United Kingdom,1840,20737251
United States,1840,17942443
Uruguay,1840,100137
USSR,1840,NA
Uzbekistan,1840,2308592
Wallis et Futuna,1840,4103
Vanuatu,1840,30208
Venezuela,1840,1087948
West Bank and Gaza,1840,165944
West Germany,1840,NA
Western Sahara,1840,3574
Vietnam,1840,7933037
Virgin Islands (U.S.),1840,4e4
North Yemen (former),1840,NA
South Yemen (former),1840,NA
Yemen,1840,2689275
Yugoslavia,1840,NA
Zambia,1840,747e3
Zimbabwe,1840,1253642
Åland,1840,NA
South Sudan,1840,1153401
Curaçao,1840,NA
Sint Maarten (Dutch part),1840,NA
St. Martin (French part),1840,NA
Antarctica,1840,NA
Bouvet Island,1840,NA
British Indian Ocean Territory,1840,NA
Clipperton,1840,NA
French Southern and Antarctic Lands,1840,NA
Gaza Strip,1840,NA
Heard and McDonald Islands,1840,NA
Northern Marianas,1840,NA
South Georgia and the South Sandwich Islands,1840,NA
US Minor Outlying Islands,1840,NA
Virgin Islands,1840,NA
West Bank,1840,NA
Abkhazia,1850,NA
Afghanistan,1850,3810047
Akrotiri and Dhekelia,1850,NA
Albania,1850,506889
Algeria,1850,3299305
American Samoa,1850,7958
Andorra,1850,3230
Angola,1850,1949329
Anguilla,1850,2511
Antigua and Barbuda,1850,37e3
Argentina,1850,1113189
Armenia,1850,544302
Aruba,1850,22574
Australia,1850,742619
Austria,1850,3962619
Azerbaijan,1850,1160156
Bahamas,1850,29372
Bahrain,1850,64474
Bangladesh,1850,22719284
Barbados,1850,132965
Belarus,1850,3104450
Belgium,1850,4426e3
Belize,1850,25872
Benin,1850,853818
Bermuda,1850,10786
Bhutan,1850,104032
Bolivia,1850,1363412
Bosnia and Herzegovina,1850,1109495
Botswana,1850,121e3
Brazil,1850,7254194
British Virgin Islands,1850,6700
Brunei,1850,3966
Bulgaria,1850,2482395
Burkina Faso,1850,2073222
Burundi,1850,1135030
Cambodia,1850,2236808
Cameroon,1850,2033578
Canada,1850,2487811
Cape Verde,1850,72956
Cayman Islands,1850,3103
Central African Republic,1850,553476
Chad,1850,1432e3
Channel Islands,1850,53405
Chile,1850,1413837
China,1850,402711280
Christmas Island,1850,NA
Cocos Island,1850,NA
Colombia,1850,2014645
Comoros,1850,71389
"Congo, Dem. Rep.",1850,6300144
"Congo, Rep.",1850,391323
Cook Is,1850,15862
Costa Rica,1850,100882
Cote d'Ivoire,1850,1335437
Croatia,1850,1600709
Cuba,1850,1181650
Cyprus,1850,185383
Czech Republic,1850,6157866
Czechoslovakia,1850,NA
Denmark,1850,1511190
Djibouti,1850,28798
Dominica,1850,23075
Dominican Republic,1850,150616
East Germany,1850,NA
Ecuador,1850,807027
Egypt,1850,5738339
El Salvador,1850,369053
Equatorial Guinea,1850,88807
Eritrea,1850,305654
Eritrea and Ethiopia,1850,NA
Estonia,1850,440656
Ethiopia,1850,4517871
Faeroe Islands,1850,16463
Falkland Is (Malvinas),1850,109
Fiji,1850,137063
Finland,1850,1607810
France,1850,36277905
French Guiana,1850,12324
French Polynesia,1850,61061
Gabon,1850,203580
Gambia,1850,129198
Georgia,1850,1413431
Germany,1850,33663143
Ghana,1850,1741881
Gibraltar,1850,11693
Greece,1850,3048571
Greenland,1850,11739
Grenada,1850,32404
Guadeloupe,1850,100754
Guam,1850,29213
Guatemala,1850,852410
Guernsey,1850,NA
Guinea,1850,1283517
Guinea-Bissau,1850,266586
Guyana,1850,204328
Haiti,1850,943260
Holy See,1850,905
Honduras,1850,330619
"Hong Kong, China",1850,38893
Hungary,1850,5159444
Iceland,1850,74711
India,1850,196657653
Indonesia,1850,21979198
Iran,1850,7620641
Iraq,1850,1364818
Ireland,1850,5071239
Isle of Man,1850,28679
Israel,1850,214587
Italy,1850,24478190
Jamaica,1850,411331
Japan,1850,32223184
Jersey,1850,NA
Jordan,1850,245270
Kazakhstan,1850,2689863
Kenya,1850,2574e3
Kiribati,1850,19511
North Korea,1850,4443898
South Korea,1850,9558873
United Korea (former),1850,NA
Kosovo,1850,NA
Kuwait,1850,81280
Kyrgyz Republic,1850,698710
Lao,1850,625637
Latvia,1850,779141
Lebanon,1850,412508
Lesotho,1850,346589
Liberia,1850,401556
Libya,1850,625135
Liechtenstein,1850,7087
Lithuania,1850,1027042
Luxembourg,1850,154534
"Macao, China",1850,40085
"Macedonia, FYR",1850,510936
Madagascar,1850,2066759
Malawi,1850,737e3
Malaysia,1850,534296
Maldives,1850,50501
Mali,1850,1852037
Malta,1850,163051
Marshall Islands,1850,7018
Martinique,1850,105264
Mauritania,1850,433694
Mauritius,1850,201362
Mayotte,1850,9467
Mexico,1850,7754411
"Micronesia, Fed. Sts.",1850,19159
Moldova,1850,939070
Monaco,1850,9692
Mongolia,1850,647979
Montenegro,1850,165172
Montserrat,1850,6994
Morocco,1850,3299305
Mozambique,1850,2719675
Myanmar,1850,3933130
Namibia,1850,229e3
Nauru,1850,2048
Nepal,1850,4353245
Netherlands,1850,3122714
Netherlands Antilles,1850,NA
New Caledonia,1850,35338
New Zealand,1850,94934
Ngorno-Karabakh,1850,NA
Nicaragua,1850,345374
Niger,1850,1457723
Nigeria,1850,13760390
Niue,1850,4505
Norfolk Island,1850,NA
Northern Cyprus,1850,NA
Northern Mariana Islands,1850,3982
Norway,1850,1401619
Oman,1850,346606
Pakistan,1850,15069036
Palau,1850,4507
Panama,1850,133955
Papua New Guinea,1850,912100
Paraguay,1850,329615
Peru,1850,2003904
Philippines,1850,3160952
Pitcairn,1850,NA
Poland,1850,13219914
Portugal,1850,3821571
Puerto Rico,1850,490452
Qatar,1850,14092
Reunion,1850,116510
Romania,1850,7994544
Russia,1850,41023821
Rwanda,1850,1118138
St. Barthélemy,1850,NA
St. Helena,1850,5474
St. Kitts and Nevis,1850,21614
St. Lucia,1850,24629
St. Martin,1850,NA
St. Vincent and the Grenadines,1850,29971
St.-Pierre-et-Miquelon,1850,2217
Samoa,1850,46077
San Marino,1850,6679
Sao Tome and Principe,1850,28467
Saudi Arabia,1850,2236084
Senegal,1850,1236126
Serbia,1850,2799079
Serbia and Montenegro,1850,NA
Serbia excluding Kosovo,1850,NA
Seychelles,1850,13891
Sierra Leone,1850,971609
Singapore,1850,56355
Slovak Republic,1850,2388322
Slovenia,1850,612303
Solomon Islands,1850,65274
Somalia,1850,1208406
Somaliland,1850,NA
South Africa,1850,2091873
South Ossetia,1850,NA
Spain,1850,14846857
Sri Lanka,1850,2177134
Sudan,1850,4687944
Suriname,1850,101302
Svalbard,1850,NA
Swaziland,1850,86e3
Sweden,1850,3440593
Switzerland,1850,2370905
Syria,1850,1479335
Taiwan,1850,NA
Tajikistan,1850,614819
Tanzania,1850,3358108
Thailand,1850,5247574
Timor-Leste,1850,191539
Togo,1850,581106
Tokelau,1850,949
Tonga,1850,18577
Transnistria,1850,NA
Trinidad and Tobago,1850,83021
Tunisia,1850,1045505
Turkey,1850,11074762
Turkmenistan,1850,484374
Turks and Caicos Islands,1850,4065
Tuvalu,1850,2957
Uganda,1850,2322049
Ukraine,1850,14822733
United Arab Emirates,1850,40153
United Kingdom,1850,22623571
United States,1850,24136293
Uruguay,1850,142515
USSR,1850,NA
Uzbekistan,1850,2530062
Wallis et Futuna,1850,4307
Vanuatu,1850,31490
Venezuela,1850,1298076
West Bank and Gaza,1850,169606
West Germany,1850,NA
Western Sahara,1850,4041
Vietnam,1850,8722624
Virgin Islands (U.S.),1850,38995
North Yemen (former),1850,NA
South Yemen (former),1850,NA
Yemen,1850,2738662
Yugoslavia,1850,NA
Zambia,1850,747e3
Zimbabwe,1850,1346417
Åland,1850,NA
South Sudan,1850,1205835
Curaçao,1850,NA
Sint Maarten (Dutch part),1850,NA
St. Martin (French part),1850,NA
Antarctica,1850,NA
Bouvet Island,1850,NA
British Indian Ocean Territory,1850,NA
Clipperton,1850,NA
French Southern and Antarctic Lands,1850,NA
Gaza Strip,1850,NA
Heard and McDonald Islands,1850,NA
Northern Marianas,1850,NA
South Georgia and the South Sandwich Islands,1850,NA
US Minor Outlying Islands,1850,NA
Virgin Islands,1850,NA
West Bank,1850,NA
Abkhazia,1860,NA
Afghanistan,1860,3973968
Akrotiri and Dhekelia,1860,NA
Albania,1860,552800
Algeria,1860,3536468
American Samoa,1860,7564
Andorra,1860,3436
Angola,1860,2110747
Anguilla,1860,2693
Antigua and Barbuda,1860,36532
Argentina,1860,1421333
Armenia,1860,595928
Aruba,1860,23786
Australia,1860,1256048
Austria,1860,4235926
Azerbaijan,1860,1270556
Bahamas,1860,33625
Bahrain,1860,64469
Bangladesh,1860,23665237
Barbados,1860,149452
Belarus,1860,3404323
Belgium,1860,4753088
Belize,1860,25755
Benin,1860,941469
Bermuda,1860,11682
Bhutan,1860,109811
Bolivia,1860,1454100
Bosnia and Herzegovina,1860,1210294
Botswana,1860,121300
Brazil,1860,8466005
British Virgin Islands,1860,6709
Brunei,1860,4866
Bulgaria,1860,2543199
Burkina Faso,1860,2229242
Burundi,1860,1214527
Cambodia,1860,2292897
Cameroon,1860,2095258
Canada,1860,3231465
Cape Verde,1860,79725
Cayman Islands,1860,3364
Central African Republic,1860,581194
Chad,1860,1439871
Channel Islands,1860,56992
Chile,1860,1669298
China,1860,380047548
Christmas Island,1860,NA
Cocos Island,1860,NA
Colombia,1860,2234376
Comoros,1860,77147
"Congo, Dem. Rep.",1860,6725315
"Congo, Rep.",1860,420500
Cook Is,1860,14290
Costa Rica,1860,115687
Cote d'Ivoire,1860,1427565
Croatia,1860,1747990
Cuba,1860,1324e3
Cyprus,1860,185677
Czech Republic,1860,6388450
Czechoslovakia,1860,NA
Denmark,1860,1694397
Djibouti,1860,31072
Dominica,1860,24853
Dominican Republic,1860,190922
East Germany,1860,NA
Ecuador,1860,917213
Egypt,1860,6335975
El Salvador,1860,426145
Equatorial Guinea,1860,91867
Eritrea,1860,348752
Eritrea and Ethiopia,1860,NA
Estonia,1860,482924
Ethiopia,1860,5187597
Faeroe Islands,1860,17580
Falkland Is (Malvinas),1860,139
Fiji,1860,133713
Finland,1860,1734254
France,1860,37461341
French Guiana,1860,13240
French Polynesia,1860,53754
Gabon,1860,221711
Gambia,1860,139176
Georgia,1860,1548450
Germany,1860,36383150
Ghana,1860,1658980
Gibraltar,1860,12368
Greece,1860,3333279
Greenland,1860,12549
Grenada,1860,33575
Guadeloupe,1860,108402
Guam,1860,26866
Guatemala,1860,963300
Guernsey,1860,NA
Guinea,1860,1401319
Guinea-Bissau,1860,286188
Guyana,1860,218524
Haiti,1860,1042297
Holy See,1860,906
Honduras,1860,377151
"Hong Kong, China",1860,68983
Hungary,1860,5529257
Iceland,1860,79662
India,1860,204966302
Indonesia,1860,24209376
Iran,1860,7986219
Iraq,1860,1468222
Ireland,1860,4174177
Isle of Man,1860,30635
Israel,1860,229141
Italy,1860,26127905
Jamaica,1860,447153
Japan,1860,33176900
Jersey,1860,NA
Jordan,1860,254044
Kazakhstan,1860,2946007
Kenya,1860,2585052
Kiribati,1860,20867
North Korea,1860,4542395
South Korea,1860,9650608
United Korea (former),1860,NA
Kosovo,1860,NA
Kuwait,1860,81014
Kyrgyz Republic,1860,765414
Lao,1860,687183
Latvia,1860,854350
Lebanon,1860,438438
Lesotho,1860,373508
Liberia,1860,437090
Libya,1860,665152
Liechtenstein,1860,7571
Lithuania,1860,1126227
Luxembourg,1860,164944
"Macao, China",1860,68345
"Macedonia, FYR",1860,558999
Madagascar,1860,2211039
Malawi,1860,741675
Malaysia,1860,655673
Maldives,1860,52965
Mali,1860,2034750
Malta,1860,174027
Marshall Islands,1860,7461
Martinique,1860,113411
Mauritania,1860,452032
Mauritius,1860,279009
Mayotte,1860,9906
Mexico,1860,8432207
"Micronesia, Fed. Sts.",1860,20130
Moldova,1860,1028627
Monaco,1860,10428
Mongolia,1860,657420
Montenegro,1860,180155
Montserrat,1860,7651
Morocco,1860,3531477
Mozambique,1860,2955262
Myanmar,1860,4096564
Namibia,1860,229599
Nauru,1860,2121
Nepal,1860,4542078
Netherlands,1860,3342346
Netherlands Antilles,1860,NA
New Caledonia,1860,37578
New Zealand,1860,157114
Ngorno-Karabakh,1860,NA
Nicaragua,1860,375911
Niger,1860,1543423
Nigeria,1860,14374142
Niue,1860,4516
Norfolk Island,1860,NA
Northern Cyprus,1860,NA
Northern Mariana Islands,1860,4212
Norway,1860,1580366
Oman,1860,356413
Pakistan,1860,15586758
Palau,1860,4738
Panama,1860,154637
Papua New Guinea,1860,970939
Paraguay,1860,367617
Peru,1860,2294268
Philippines,1860,3746791
Pitcairn,1860,NA
Poland,1860,14848599
Portugal,1860,4039181
Puerto Rico,1860,575756
Qatar,1860,14031
Reunion,1860,125440
Romania,1860,8568953
Russia,1860,44966686
Rwanda,1860,1197896
St. Barthélemy,1860,NA
St. Helena,1860,6418
St. Kitts and Nevis,1860,23321
St. Lucia,1860,27133
St. Martin,1860,NA
St. Vincent and the Grenadines,1860,32213
St.-Pierre-et-Miquelon,1860,2384
Samoa,1860,43781
San Marino,1860,7126
Sao Tome and Principe,1860,30707
Saudi Arabia,1860,2284384
Senegal,1860,1326001
Serbia,1860,3055165
Serbia and Montenegro,1860,NA
Serbia excluding Kosovo,1860,NA
Seychelles,1860,14379
Sierra Leone,1860,1042482
Singapore,1860,69094
Slovak Republic,1860,2475264
Slovenia,1860,668599
Solomon Islands,1860,66648
Somalia,1860,1285806
Somaliland,1860,NA
South Africa,1860,2310179
South Ossetia,1860,NA
Spain,1860,15609406
Sri Lanka,1860,2493854
Sudan,1860,4739424
Suriname,1860,109079
Svalbard,1860,NA
Swaziland,1860,86296
Sweden,1860,3809535
Switzerland,1860,2511573
Syria,1860,1529203
Taiwan,1860,NA
Tajikistan,1860,672986
Tanzania,1860,3473380
Thailand,1860,5516868
Timor-Leste,1860,213713
Togo,1860,633981
Tokelau,1860,820
Tonga,1860,18778
Transnistria,1860,NA
Trinidad and Tobago,1860,100774
Tunisia,1860,1112651
Turkey,1860,11428718
Turkmenistan,1860,530801
Turks and Caicos Islands,1860,4354
Tuvalu,1860,3126
Uganda,1860,2399360
Ukraine,1860,16253669
United Arab Emirates,1860,40222
United Kingdom,1860,24783522
United States,1860,31936643
Uruguay,1860,221925
USSR,1860,NA
Uzbekistan,1860,2812219
Wallis et Futuna,1860,4520
Vanuatu,1860,32791
Venezuela,1860,1500530
West Bank and Gaza,1860,181738
West Germany,1860,NA
Western Sahara,1860,4536
Vietnam,1860,9411019
Virgin Islands (U.S.),1860,38020
North Yemen (former),1860,NA
South Yemen (former),1860,NA
Yemen,1860,2796168
Yugoslavia,1860,NA
Zambia,1860,746052
Zimbabwe,1860,1444385
Åland,1860,NA
South Sudan,1860,1329906
Curaçao,1860,NA
Sint Maarten (Dutch part),1860,NA
St. Martin (French part),1860,NA
Antarctica,1860,NA
Bouvet Island,1860,NA
British Indian Ocean Territory,1860,NA
Clipperton,1860,NA
French Southern and Antarctic Lands,1860,NA
Gaza Strip,1860,NA
Heard and McDonald Islands,1860,NA
Northern Marianas,1860,NA
South Georgia and the South Sandwich Islands,1860,NA
US Minor Outlying Islands,1860,NA
Virgin Islands,1860,NA
West Bank,1860,NA
Abkhazia,1870,NA
Afghanistan,1870,4169690
Akrotiri and Dhekelia,1870,NA
Albania,1870,610036
Algeria,1870,3811028
American Samoa,1870,7057
Andorra,1870,3654
Angola,1870,2285417
Anguilla,1870,2888
Antigua and Barbuda,1870,35546
Argentina,1870,1856886
Armenia,1870,652450
Aruba,1870,25063
Australia,1870,1724213
Austria,1870,4556658
Azerbaijan,1870,1391460
Bahamas,1870,38787
Bahrain,1870,65422
Bangladesh,1870,24757994
Barbados,1870,161206
Belarus,1870,3733161
Belgium,1870,5110891
Belize,1870,25745
Benin,1870,1038118
Bermuda,1870,12414
Bhutan,1870,115908
Bolivia,1870,1538001
Bosnia and Herzegovina,1870,1320249
Botswana,1870,121600
Brazil,1870,9964419
British Virgin Islands,1870,6403
Brunei,1870,6184
Bulgaria,1870,2677708
Burkina Faso,1870,2397003
Burundi,1870,1299471
Cambodia,1870,2376103
Cameroon,1870,2158809
Canada,1870,3817167
Cape Verde,1870,87122
Cayman Islands,1870,3646
Central African Republic,1870,610299
Chad,1870,1447743
Channel Islands,1870,60819
Chile,1870,1957051
China,1870,363661158
Christmas Island,1870,NA
Cocos Island,1870,NA
Colombia,1870,2482542
Comoros,1870,83370
"Congo, Dem. Rep.",1870,7179175
"Congo, Rep.",1870,451853
Cook Is,1870,12732
Costa Rica,1870,138409
Cote d'Ivoire,1870,1526047
Croatia,1870,1908823
Cuba,1870,1424672
Cyprus,1870,185971
Czech Republic,1870,6627668
Czechoslovakia,1870,NA
Denmark,1870,1887120
Djibouti,1870,33526
Dominica,1870,26589
Dominican Republic,1870,246693
East Germany,1870,NA
Ecuador,1870,1028649
Egypt,1870,7040615
El Salvador,1870,494137
Equatorial Guinea,1870,95032
Eritrea,1870,397927
Eritrea and Ethiopia,1870,NA
Estonia,1870,529246
Ethiopia,1870,5956559
Faeroe Islands,1870,18772
Falkland Is (Malvinas),1870,191
